ID,Tank Failure Pressure (bar),Liquid Ratio (%),Tank Width (m),Tank Length (m),Tank Height (m),Tank Volume ,BLEVE Height (m),Vapour Height (m),Vapour Temperature (K),Liquid Temperature (K),Obstacle Distance to BLEVE (m),Obstacle Width (m),Obstacle Height (m),Obstacle Thickness (m),Obstacle Angle,"Status flag (subcooled=1, superheated=0)",Liquid Critical Pressure (bar),Liquid Boiling Temperature (K),Liquid Critical Temperature (K),Liquid Type,Sensor ID,Sensor Position Side,Sensor Position x,Sensor Position y,Sensor Position z,Duplicate Flag,missing values,Target Pressure (bar)
10215,35.88,0.78,2,7.79,0.8,12.464,0.98,0.2,377.55,336.68,8,8,4,2.99,21,1,42.5,-42,96.7,0,10,2,8.95,-0.8,-0.9,0,0,0.86301523
10232,35.88,0.78,2.02,7.8,0.8,12.6048,1.01,0.19,375.17,336.96,8,8,4,3,21,1,42.5,-42,96.7,0,27,5,10.5,7.05,2.7,0,0,0.13932365
4349,35.87,0.33,2.41,0.59,1.79,2.545201,1.2,1.21,462.59,292.33,8,14,13,3.01,29,1,37.9,-1,152,1,3,1,12.25,-2.4,11,0,0,0.095925316
4367,35.87,0.33,2.4,0.59,1.81,2.56296,1.18,1.19,462.56,292.33,8,14,13,3.02,29,1,37.9,-1,152,1,21,3,10.7,-2.65,11,0,0,0.20957041
5987,35.87,0.47,2.98,4.22,0.98,12.324088,0.81,0.6,387.13,335.85,9,12,5,2.19,19,1,42.5,-42,96.7,0,21,3,11.6,-3.05,3.7,0,0,0.48719969
7190,35.87,0.89,1.82,8,1.01,14.7056,1.38,0.21,340.91,369.25,7,9,4,0.59,25,1,37.9,-1,152,1,9,1,8.55,7.5,2.3,0,0,0.08932972
10219,35.87,0.78,2,7.8,0.8,12.48,1.02,0.2,374.46,337.2,8,8,4,3.02,21,1,42.5,-42,96.7,0,14,2,8.95,3,0.9,0,0,0.69269764
5502,35.86,0.22,1.81,2.99,0.82,4.437758,1.6,0.6,304.95,393.06,16,7,10,0.98,3,1,37.9,-1,152,1,22,4,17.4,-2.5,8.2,0,0,0.22644822
5981,35.86,0.47,3.01,4.19,0.99,12.485781,0.81,0.61,386.67,336.61,9,12,5,2.2,19,1,42.5,-42,96.7,0,15,2,10.45,3,3.7,0,0,0.86514664
7203,35.86,0.89,1.78,7.98,0.99,14.062356,1.41,0.19,339.76,368.18,7,9,4,0.59,25,1,37.9,-1,152,1,22,4,8.2,-1.1,2.6,0,0,0.29870498
9962,35.86,0.44,2.58,4.79,0.81,10.010142,1.21,0.42,320.7,305.87,20,9,4,1.6,28,1,37.9,-1,152,1,27,5,22.1,15.15,2.4,0,0,0.096809119
4363,35.85,0.33,2.39,0.62,1.82,2.696876,1.19,1.2,462.91,292.32,8,14,13,3,29,1,37.9,-1,152,1,17,2,9.15,11.2,4.7,0,0,0.37363747
5951,35.85,0.84,1.19,5,1.39,8.2705,1.39,0.2,432.59,387.84,12,4,7,2.21,12,1,37.9,-1,152,1,12,2,12.55,0.8,5.3,0,0,0.32697365
5963,35.85,0.84,1.22,5,1.42,8.662,1.39,0.19,432.41,387.65,12,4,7,2.2,12,1,37.9,-1,152,1,24,4,13.7,4.4,5.6,0,0,0.10505729
5973,35.85,0.47,3,4.21,1,12.63,0.81,0.6,387.2,335.95,9,12,5,2.19,19,1,42.5,-42,96.7,0,7,1,12.75,8.8,-0.9,0,0,0.067400515
5507,35.84,0.22,1.8,3,0.81,4.374,1.61,0.6,305.6,393.02,16,7,10,1.01,3,1,37.9,-1,152,1,27,5,17.4,4.35,7.9,0,0,0.11311398
5961,35.84,0.84,1.19,4.99,1.41,8.372721,1.42,0.21,434.56,387.68,12,4,7,2.19,12,1,37.9,-1,152,1,22,4,13.7,0.8,5.6,0,0,0.16854428
5983,35.84,0.47,3,4.21,0.98,12.3774,0.78,0.6,388.52,335.45,9,12,5,2.18,19,1,42.5,-42,96.7,0,17,2,10.45,8.8,1.4,0,0,0.58666307
6327,35.84,0.5,1.81,8,1.39,20.1272,1.58,0.58,373.01,303.46,14,18,4,1,22,1,37.9,-1,152,1,10,2,14.85,-3.2,-1.7,0,0,1.2638855
6335,35.84,0.5,1.82,8.01,1.39,20.263698,1.6,0.59,372.85,303.38,14,18,4,1.01,22,1,37.9,-1,152,1,18,2,14.85,14.4,1.9,0,0,0.35471746
8555,35.84,0.61,1.39,8.01,0.98,10.911222,0.39,0.4,407.99,356.02,18,12,4,3,1,1,42.5,-42,96.7,0,24,4,20.2,6.2,3.5,0,0,0.16461648
4348,35.83,0.33,2.38,0.58,1.8,2.48472,1.2,1.21,461.63,291.98,8,14,13,2.98,29,1,37.9,-1,152,1,2,1,12.25,-2.4,4.7,0,0,0.12683553
5956,35.83,0.84,1.2,4.98,1.39,8.30664,1.4,0.2,435.59,387.65,12,4,7,2.21,12,1,37.9,-1,152,1,17,2,12.55,4.4,2,0,0,0.33280531
6630,35.83,0.25,1.02,1.78,2.61,4.738716,0.39,1.98,438.83,357.92,8,11,6,2.19,25,1,42.5,-42,96.7,0,16,2,8.45,9.1,-1.2,0,0,0.7826643
7188,35.83,0.89,1.78,7.99,0.99,14.079978,1.39,0.22,340.09,368.91,7,9,4,0.59,25,1,37.9,-1,152,1,7,1,8.55,7.5,-1.3,0,0,0.062508538
9936,35.83,0.44,2.59,4.81,0.79,9.841741,1.19,0.41,320.25,306.53,20,9,4,1.59,28,1,37.9,-1,152,1,1,1,22.95,6.3,-1.2,0,0,0.070719145
9953,35.83,0.44,2.6,4.81,0.82,10.25492,1.22,0.39,320.88,306.23,20,9,4,1.59,28,1,37.9,-1,152,1,18,2,21.25,14.9,2.4,0,0,0.20262705
4369,35.82,0.34,2.41,0.59,1.82,2.587858,1.18,1.19,462.12,292.2,8,14,13,2.99,29,1,37.9,-1,152,1,23,4,10.7,4.4,11.3,0,0,0.071104854
5504,35.82,0.22,1.8,3,0.8,4.32,1.6,0.59,306.7,392.77,16,7,10,1.01,3,1,37.9,-1,152,1,24,4,17.4,4.1,8.2,0,0,0.10634038
5964,35.82,0.84,1.19,5,1.42,8.449,1.4,0.18,433.44,388,12,4,7,2.21,12,1,37.9,-1,152,1,25,5,13.7,4.65,-1.3,0,0,0.12896028
6320,35.82,0.5,1.81,7.98,1.41,20.365758,1.61,0.61,373.57,303.09,14,18,4,1.01,22,1,37.9,-1,152,1,3,1,15.95,-3.2,1.9,0,0,0.28620884
6330,35.82,0.5,1.81,7.99,1.38,19.957422,1.61,0.61,372.84,303.35,14,18,4,1.01,22,1,37.9,-1,152,1,13,2,14.85,5.6,-1.7,0,0,0.76303327
7194,35.82,0.9,1.81,8,1,14.48,1.42,0.21,340.41,368.56,7,9,4,0.61,25,1,37.9,-1,152,1,13,2,7.85,3.2,-1.3,0,0,0.81166649
9937,35.82,0.44,2.59,4.82,0.78,9.737364,1.18,0.41,320.79,305.85,20,9,4,1.62,28,1,37.9,-1,152,1,2,1,22.95,6.3,0.6,0,0,0.070949338
4347,35.81,0.33,2.42,0.6,1.82,2.64264,1.19,1.18,462.57,292.32,8,14,13,2.99,29,1,37.9,-1,152,1,1,1,12.25,-2.4,-1.6,0,0,0.12975577
4351,35.81,0.33,2.39,0.6,1.8,2.5812,1.21,1.2,463.4,292.65,8,14,13,2.98,29,1,37.9,-1,152,1,5,1,12.25,4.4,4.7,0,0,0.048915107
4355,35.81,0.33,2.42,0.59,1.78,2.541484,1.18,1.18,461.79,292.55,8,14,13,3,29,1,37.9,-1,152,1,9,1,12.25,11.2,11,0,0,0.044414565
5501,35.81,0.22,1.81,3,0.8,4.344,1.61,0.6,306.49,393.23,16,7,10,0.99,3,1,37.9,-1,152,1,21,3,17.4,-2.75,7.9,0,0,0.2957257
5947,35.81,0.84,1.21,4.99,1.41,8.513439,1.41,0.21,432.98,386.7,12,4,7,2.2,12,1,37.9,-1,152,1,8,1,14.85,4.4,2,0,0,0.042799331
5948,35.81,0.84,1.21,5.02,1.39,8.443138,1.4,0.19,433.5,387.21,12,4,7,2.19,12,1,37.9,-1,152,1,9,1,14.85,4.4,5.3,0,0,0.069187038
5958,35.81,0.84,1.2,5.01,1.4,8.4168,1.4,0.21,432.85,387.68,12,4,7,2.21,12,1,37.9,-1,152,1,19,3,13.7,0.55,-1.3,0,0,0.2958869
6344,35.81,0.5,1.81,8,1.38,19.9824,1.59,0.59,372.28,303.71,14,18,4,1,22,1,37.9,-1,152,1,27,5,15.4,14.65,1.9,0,0,0.16173309
8545,35.81,0.61,1.41,7.99,1,11.2659,0.39,0.42,407.2,356.41,18,12,4,3.02,1,1,42.5,-42,96.7,0,14,2,18.65,0.4,1.4,0,0,0.47615039
9943,35.81,0.44,2.59,4.81,0.8,9.96632,1.18,0.38,319.96,305.67,20,9,4,1.59,28,1,37.9,-1,152,1,8,1,22.95,14.9,0.6,0,0,0.045136064
9960,35.81,0.44,2.58,4.8,0.8,9.9072,1.2,0.4,321.2,305.64,20,9,4,1.61,28,1,37.9,-1,152,1,25,5,22.1,15.15,-1.2,0,0,0.083330587
10579,35.81,0.89,2.19,9.58,0.99,20.770398,0.8,0.2,344.36,289.67,10,8,12,1.21,9,1,37.9,-1,152,1,23,4,11.7,1.6,11.2,0,0,0.1379059
4350,35.8,0.33,2.38,0.59,1.81,2.541602,1.19,1.18,461.5,292.85,8,14,13,3.01,29,1,37.9,-1,152,1,4,1,12.25,4.4,-1.6,0,0,0.050679039
5967,35.8,0.47,3,4.21,0.99,12.5037,0.79,0.59,386.8,336,9,12,5,2.2,19,1,42.5,-42,96.7,0,1,1,12.75,-2.8,-0.9,0,0,0.1325905
6321,35.8,0.5,1.8,7.99,1.4,20.1348,1.61,0.59,373.54,303.85,14,18,4,0.98,22,1,37.9,-1,152,1,4,1,15.95,5.6,-1.7,0,0,0.12309808
6324,35.8,0.5,1.8,7.98,1.41,20.25324,1.61,0.6,373.6,303.62,14,18,4,1.01,22,1,37.9,-1,152,1,7,1,15.95,14.4,-1.7,0,0,0.065223075
9951,35.8,0.44,2.59,4.79,0.81,10.048941,1.19,0.39,320.36,306.21,20,9,4,1.6,28,1,37.9,-1,152,1,16,2,21.25,14.9,-1.2,0,0,0.22265837
5483,35.79,0.23,1.81,2.99,0.79,4.275401,1.6,0.6,306.79,392.67,16,7,10,0.99,3,1,37.9,-1,152,1,3,1,17.95,-2.5,7.9,0,0,0.1400526
5506,35.79,0.22,1.8,3.01,0.82,4.44276,1.59,0.62,306.08,392.83,16,7,10,1.02,3,1,37.9,-1,152,1,26,5,17.4,4.35,3.1,0,0,0.16613378
6339,35.79,0.5,1.82,8.01,1.41,20.555262,1.6,0.61,374.15,302.79,14,18,4,1.01,22,1,37.9,-1,152,1,22,4,15.4,-3.2,2.2,0,0,0.5657503
7206,35.79,0.89,1.82,8.01,1,14.5782,1.4,0.22,340.09,368.5,7,9,4,0.61,25,1,37.9,-1,152,1,25,5,8.2,7.75,-1.3,0,0,0.15762484
8549,35.79,0.61,1.39,8.01,1,11.1339,0.42,0.39,408.45,356.28,18,12,4,3.01,1,1,42.5,-42,96.7,0,18,2,18.65,6.2,3.2,0,0,0.33960742
9945,35.79,0.44,2.6,4.79,0.79,9.83866,1.2,0.4,319.82,305.78,20,9,4,1.59,28,1,37.9,-1,152,1,10,2,21.25,6.3,-1.2,0,0,0.23619127
5500,35.78,0.23,1.8,3,0.8,4.32,1.62,0.59,306.82,392.91,16,7,10,0.99,3,1,37.9,-1,152,1,20,3,17.4,-2.75,3.1,0,0,0.37775847
6637,35.78,0.25,1.01,1.79,2.61,4.718619,0.39,1.98,440.44,357.44,8,11,6,2.19,25,1,42.5,-42,96.7,0,23,4,9.6,3.8,4.7,0,0,0.1944606
7186,35.78,0.89,1.79,8.01,1,14.3379,1.39,0.18,340.53,368.91,7,9,4,0.58,25,1,37.9,-1,152,1,5,1,8.55,3.2,0.5,0,0,0.082659855
4352,35.77,0.33,2.39,0.6,1.79,2.56686,1.2,1.19,463.04,292.43,8,14,13,3.01,29,1,37.9,-1,152,1,6,1,12.25,4.4,11,0,0,0.049531665
4366,35.77,0.33,2.4,0.62,1.79,2.66352,1.2,1.18,461.81,292.99,8,14,13,3,29,1,37.9,-1,152,1,20,3,10.7,-2.65,4.7,0,0,0.38074452
6322,35.77,0.5,1.8,7.99,1.4,20.1348,1.61,0.61,372.39,302.92,14,18,4,1,22,1,37.9,-1,152,1,5,1,15.95,5.6,0,0,0,0.10279275
7191,35.77,0.89,1.79,8.01,1.01,14.481279,1.41,0.18,339.22,368.9,7,9,4,0.59,25,1,37.9,-1,152,1,10,2,7.85,-1.1,-1.3,0,0,0.99453557
7202,35.77,0.9,1.82,8,0.99,14.4144,1.4,0.2,339.9,368.72,7,9,4,0.62,25,1,37.9,-1,152,1,21,3,8.2,-1.35,2.3,0,0,0.3476702
5490,35.76,0.22,1.78,3,0.78,4.1652,1.61,0.6,305.94,393.48,16,7,10,1,3,1,37.9,-1,152,1,10,2,16.85,-2.5,-1.7,0,0,0.63788682
5940,35.76,0.84,1.2,4.99,1.41,8.44308,1.39,0.2,434.08,387.05,12,4,7,2.18,12,1,37.9,-1,152,1,1,1,14.85,0.8,-1.3,0,0,0.096388601
5953,35.76,0.84,1.18,5,1.38,8.142,1.39,0.21,432.66,387.97,12,4,7,2.2,12,1,37.9,-1,152,1,14,2,12.55,2.6,2,0,0,0.43171173
5955,35.76,0.84,1.19,4.99,1.4,8.31334,1.39,0.19,433.94,387.07,12,4,7,2.21,12,1,37.9,-1,152,1,16,2,12.55,4.4,-1.3,0,0,0.33826983
7196,35.76,0.9,1.82,8.01,1.02,14.869764,1.42,0.2,339.84,368.35,7,9,4,0.61,25,1,37.9,-1,152,1,15,2,7.85,3.2,2.3,0,0,0.45104665
9950,35.76,0.44,2.59,4.79,0.8,9.92488,1.19,0.41,321.42,306.67,20,9,4,1.58,28,1,37.9,-1,152,1,15,2,21.25,10.6,2.4,0,0,0.23732348
4359,35.75,0.33,2.4,0.62,1.8,2.6784,1.22,1.2,461.56,292.67,8,14,13,3,29,1,37.9,-1,152,1,13,2,9.15,4.4,-1.6,0,0,0.64889061
4365,35.75,0.33,2.41,0.6,1.82,2.63172,1.2,1.2,462.55,293.17,8,14,13,3,29,1,37.9,-1,152,1,19,3,10.7,-2.65,-1.6,0,0,0.4572044
5966,35.75,0.84,1.21,4.98,1.41,8.496378,1.41,0.2,432.91,387.08,12,4,7,2.19,12,1,37.9,-1,152,1,27,5,13.7,4.65,5.3,0,0,0.10902604
5971,35.75,0.47,3.01,4.19,0.99,12.485781,0.79,0.6,388.55,335.77,9,12,5,2.22,19,1,42.5,-42,96.7,0,5,1,12.75,3,1.4,0,0,0.099442735
6338,35.75,0.5,1.79,8,1.41,20.1912,1.6,0.6,372.81,303.02,14,18,4,1.01,22,1,37.9,-1,152,1,21,3,15.4,-3.45,1.9,0,0,0.65106243
6635,35.75,0.25,0.99,1.82,2.58,4.648644,0.39,2.02,439.96,357.68,8,11,6,2.19,25,1,42.5,-42,96.7,0,21,3,9.6,-1.75,4.4,0,0,0.55086368
7187,35.75,0.89,1.78,8.01,1.02,14.542956,1.41,0.22,339.29,369.33,7,9,4,0.6,25,1,37.9,-1,152,1,6,1,8.55,3.2,2.3,0,0,0.074309081
7195,35.75,0.89,1.81,8.02,0.98,14.225876,1.39,0.19,339.63,368.47,7,9,4,0.61,25,1,37.9,-1,152,1,14,2,7.85,3.2,0.5,0,0,0.77008104
5481,35.74,0.23,1.81,3,0.8,4.344,1.59,0.62,305.47,393.44,16,7,10,1,3,1,37.9,-1,152,1,1,1,17.95,-2.5,-1.7,0,0,0.11674029
6333,35.74,0.5,1.8,7.99,1.38,19.84716,1.61,0.59,372.08,303.26,14,18,4,1.02,22,1,37.9,-1,152,1,16,2,14.85,14.4,-1.7,0,0,0.38398749
6334,35.74,0.5,1.8,8.02,1.4,20.2104,1.59,0.58,373.35,303.35,14,18,4,0.99,22,1,37.9,-1,152,1,17,2,14.85,14.4,0,0,0,0.38587886
6636,35.74,0.25,0.99,1.78,2.58,4.546476,0.38,2.01,440.74,358.17,8,11,6,2.2,25,1,42.5,-42,96.7,0,22,4,9.6,-1.5,4.7,0,0,0.29836893
5954,35.73,0.84,1.19,5,1.39,8.2705,1.39,0.22,433.08,387.22,12,4,7,2.2,12,1,37.9,-1,152,1,15,2,12.55,2.6,5.3,0,0,0.29818591
6318,35.73,0.5,1.8,8.01,1.42,20.47356,1.6,0.58,373.9,303.36,14,18,4,0.99,22,1,37.9,-1,152,1,1,1,15.95,-3.2,-1.7,0,0,0.16942719
6325,35.73,0.5,1.81,8,1.39,20.1272,1.59,0.61,372,303.26,14,18,4,1,22,1,37.9,-1,152,1,8,1,15.95,14.4,0,0,0,0.073576257
8039,35.73,0.33,1.82,3.6,2.82,18.47664,1.41,1.79,399.88,372.75,9,9,7,0.39,14,1,37.9,-1,152,1,21,3,10.1,-2.35,4.5,0,0,0.5814923
8550,35.73,0.61,1.39,7.99,1,11.1061,0.38,0.4,407.13,356.88,18,12,4,3,1,1,42.5,-42,96.7,0,19,3,20.2,-5.65,-0.4,0,0,0.34009805
8553,35.73,0.61,1.39,7.99,1.02,11.328222,0.4,0.41,407.09,356.48,18,12,4,3,1,1,42.5,-42,96.7,0,22,4,20.2,-5.4,3.5,0,0,0.27503273
8556,35.73,0.61,1.39,8,1.01,11.2312,0.38,0.39,407.63,357.01,18,12,4,2.98,1,1,42.5,-42,96.7,0,25,5,20.2,6.45,-0.4,0,0,0.14199352
4361,35.72,0.33,2.4,0.62,1.81,2.69328,1.19,1.21,461.17,292.47,8,14,13,2.99,29,1,37.9,-1,152,1,15,2,9.15,4.4,11,0,0,0.27517483
6641,35.72,0.25,1.01,1.81,2.61,4.771341,0.38,2.01,438.78,357.75,8,11,6,2.19,25,1,42.5,-42,96.7,0,27,5,9.6,9.35,4.4,0,0,0.20186323
8037,35.72,0.33,1.79,3.61,2.78,17.964082,1.41,1.8,396.4,372.68,9,9,7,0.4,14,1,37.9,-1,152,1,19,3,10.1,-2.35,-2.1,0,0,0.97486299
8546,35.72,0.61,1.42,8.02,0.99,11.274516,0.4,0.4,407.03,357.03,18,12,4,2.99,1,1,42.5,-42,96.7,0,15,2,18.65,0.4,3.2,0,0,0.43082023
8551,35.72,0.61,1.41,7.98,0.98,11.026764,0.41,0.42,407.19,356.43,18,12,4,3,1,1,42.5,-42,96.7,0,20,3,20.2,-5.65,1.4,0,0,0.34019825
9958,35.72,0.44,2.6,4.81,0.82,10.25492,1.19,0.41,320.41,306.48,20,9,4,1.6,28,1,37.9,-1,152,1,23,4,22.1,10.6,2.7,0,0,0.12072613
10221,35.72,0.78,2,7.79,0.8,12.464,0.99,0.18,376.19,336.68,8,8,4,3,21,1,42.5,-42,96.7,0,16,2,8.95,6.8,-0.9,0,0,0.38383693
4362,35.71,0.33,2.41,0.61,1.81,2.660881,1.22,1.2,462.25,292.49,8,14,13,2.99,29,1,37.9,-1,152,1,16,2,9.15,11.2,-1.6,0,0,0.49341133
5488,35.71,0.22,1.81,2.99,0.8,4.32952,1.59,0.6,305.83,393.97,16,7,10,1.01,3,1,37.9,-1,152,1,8,1,17.95,4.1,3.1,0,0,0.061366368
5495,35.71,0.23,1.8,2.98,0.79,4.23756,1.59,0.6,306.73,393.07,16,7,10,1,3,1,37.9,-1,152,1,15,2,16.85,0.8,7.9,0,0,0.33771282
5943,35.71,0.84,1.19,4.99,1.41,8.372721,1.39,0.2,433.46,387.67,12,4,7,2.21,12,1,37.9,-1,152,1,4,1,14.85,2.6,-1.3,0,0,0.058467332
6342,35.71,0.5,1.81,8.01,1.42,20.587302,1.59,0.61,373.46,302.99,14,18,4,1,22,1,37.9,-1,152,1,25,5,15.4,14.65,-1.7,0,0,0.13786912
7197,35.71,0.9,1.79,8.01,1,14.3379,1.41,0.21,340.04,368.69,7,9,4,0.62,25,1,37.9,-1,152,1,16,2,7.85,7.5,-1.3,0,0,0.40744483
8541,35.71,0.61,1.4,8.01,1.01,11.32614,0.39,0.39,408.78,356.77,18,12,4,2.99,1,1,42.5,-42,96.7,0,10,2,18.65,-5.4,-0.4,0,0,0.52390707
10290,35.71,0.63,1.59,7.19,1.59,18.177039,0.99,0.59,436.93,310.55,5,14,3,1.79,10,1,42.5,-42,96.7,0,4,1,7.65,0.8,-1.1,0,0,0.19613621
4354,35.7,0.33,2.39,0.59,1.79,2.524079,1.18,1.18,461.34,292.17,8,14,13,3,29,1,37.9,-1,152,1,8,1,12.25,11.2,4.7,0,0,0.057380389
5482,35.7,0.23,1.81,2.98,0.81,4.368978,1.58,0.62,307.12,392.69,16,7,10,1.01,3,1,37.9,-1,152,1,2,1,17.95,-2.5,3.1,0,0,0.11837955
5505,35.7,0.23,1.81,3.01,0.79,4.303999,1.58,0.58,306.98,392.65,16,7,10,1.01,3,1,37.9,-1,152,1,25,5,17.4,4.35,-1.7,0,0,0.16890258
5950,35.7,0.84,1.21,4.98,1.41,8.496378,1.39,0.21,433.76,387.36,12,4,7,2.2,12,1,37.9,-1,152,1,11,2,12.55,0.8,2,0,0,0.44783521
6634,35.7,0.25,1,1.81,2.61,4.7241,0.4,1.99,440.15,357.48,8,11,6,2.21,25,1,42.5,-42,96.7,0,20,3,9.6,-1.75,1.6,0,0,0.67991304
6638,35.7,0.25,1,1.79,2.62,4.6898,0.39,2,438.17,357.53,8,11,6,2.22,25,1,42.5,-42,96.7,0,24,4,9.6,9.1,4.7,0,0,0.18846187
4372,35.69,0.33,2.39,0.61,1.79,2.609641,1.21,1.19,462.64,292.62,8,14,13,3,29,1,37.9,-1,152,1,26,5,10.7,11.45,4.7,0,0,0.10108887
5492,35.69,0.23,1.78,3.01,0.79,4.232662,1.6,0.61,305.52,393.34,16,7,10,0.99,3,1,37.9,-1,152,1,12,2,16.85,-2.5,7.9,0,0,0.44567522
5946,35.69,0.84,1.2,4.99,1.41,8.44308,1.4,0.2,432.92,387.6,12,4,7,2.22,12,1,37.9,-1,152,1,7,1,14.85,4.4,-1.3,0,0,0.0427639
6621,35.69,0.25,1,1.8,2.61,4.698,0.38,2,438.53,357.34,8,11,6,2.22,25,1,42.5,-42,96.7,0,7,1,10.75,9.1,-1.2,0,0,0.05422125
7198,35.69,0.9,1.78,7.99,1,14.2222,1.38,0.19,339.52,368.09,7,9,4,0.59,25,1,37.9,-1,152,1,17,2,7.85,7.5,0.5,0,0,0.38508824
8535,35.69,0.61,1.4,8.01,1,11.214,0.4,0.39,408.25,356.85,18,12,4,3,1,1,42.5,-42,96.7,0,4,1,21.75,0.4,-0.4,0,0,0.11026686
8536,35.69,0.61,1.4,8.01,1.01,11.32614,0.42,0.41,406.52,356.09,18,12,4,2.99,1,1,42.5,-42,96.7,0,5,1,21.75,0.4,1.4,0,0,0.083395965
8558,35.69,0.61,1.41,8,0.98,11.0544,0.39,0.42,407.86,356.5,18,12,4,2.98,1,1,42.5,-42,96.7,0,27,5,20.2,6.45,3.2,0,0,0.15787324
9942,35.69,0.44,2.6,4.8,0.79,9.8592,1.2,0.41,320.11,305.53,20,9,4,1.62,28,1,37.9,-1,152,1,7,1,22.95,14.9,-1.2,0,0,0.042112689
5493,35.68,0.22,1.81,3,0.81,4.3983,1.59,0.59,306.45,393.09,16,7,10,1.02,3,1,37.9,-1,152,1,13,2,16.85,0.8,-1.7,0,0,0.3881748
5494,35.68,0.22,1.81,3.01,0.78,4.249518,1.59,0.61,305.83,393.42,16,7,10,1,3,1,37.9,-1,152,1,14,2,16.85,0.8,3.1,0,0,0.38275281
5962,35.68,0.84,1.18,4.98,1.41,8.285724,1.42,0.2,432.45,387.07,12,4,7,2.2,12,1,37.9,-1,152,1,23,4,13.7,2.6,5.6,0,0,0.1176507
6639,35.68,0.25,1.01,1.82,2.6,4.77932,0.41,1.99,439.91,358.03,8,11,6,2.18,25,1,42.5,-42,96.7,0,25,5,9.6,9.35,-1.2,0,0,0.17691508
7199,35.68,0.9,1.79,8.01,0.99,14.194521,1.38,0.18,340.3,367.87,7,9,4,0.61,25,1,37.9,-1,152,1,18,2,7.85,7.5,2.3,0,0,0.21262881
8533,35.68,0.61,1.39,8.01,1.02,11.356578,0.39,0.4,407.69,356.53,18,12,4,2.99,1,1,42.5,-42,96.7,0,2,1,21.75,-5.4,1.4,0,0,0.111601
5949,35.67,0.84,1.21,5,1.4,8.47,1.41,0.21,432.71,387.09,12,4,7,2.2,12,1,37.9,-1,152,1,10,2,12.55,0.8,-1.3,0,0,0.45447105
6329,35.67,0.5,1.79,8,1.41,20.1912,1.6,0.61,373.03,303.48,14,18,4,1,22,1,37.9,-1,152,1,12,2,14.85,-3.2,1.9,0,0,1.2127912
6618,35.67,0.24,1,1.81,2.61,4.7241,0.41,2.02,438.89,357.25,8,11,6,2.19,25,1,42.5,-42,96.7,0,4,1,10.75,3.8,-1.2,0,0,0.093569241
8033,35.67,0.32,1.79,3.61,2.82,18.222558,1.42,1.78,397.55,372.32,9,9,7,0.4,14,1,37.9,-1,152,1,15,2,9.85,2.2,4.5,0,0,1.0448265
8534,35.67,0.61,1.39,8.02,0.99,11.036322,0.38,0.42,408.46,356.6,18,12,4,3.01,1,1,42.5,-42,96.7,0,3,1,21.75,-5.4,3.2,0,0,0.1741125
8540,35.67,0.61,1.39,8.01,1.01,11.245239,0.4,0.4,407.45,356.25,18,12,4,3,1,1,42.5,-42,96.7,0,9,1,21.75,6.2,3.2,0,0,0.093035765
10299,35.67,0.63,1.6,7.21,1.59,18.34224,1.02,0.61,435.6,310.77,5,14,3,1.81,10,1,42.5,-42,96.7,0,13,2,5.75,0.8,-1.1,0,0,3.8663013
4373,35.66,0.33,2.38,0.58,1.8,2.48472,1.2,1.2,460.57,292.01,8,14,13,2.99,29,1,37.9,-1,152,1,27,5,10.7,11.45,11,0,0,0.072802976
6326,35.66,0.5,1.8,8.01,1.42,20.47356,1.61,0.58,373.24,303.26,14,18,4,0.98,22,1,37.9,-1,152,1,9,1,15.95,14.4,1.9,0,0,0.093555212
6331,35.66,0.5,1.82,8.01,1.4,20.40948,1.62,0.61,373.08,303.28,14,18,4,1,22,1,37.9,-1,152,1,14,2,14.85,5.6,0,0,0,0.76667374
6336,35.66,0.5,1.81,7.99,1.41,20.391279,1.59,0.61,372.86,303.36,14,18,4,0.99,22,1,37.9,-1,152,1,19,3,15.4,-3.45,-1.7,0,0,0.65365303
7189,35.66,0.9,1.81,7.99,1.01,14.606519,1.38,0.18,338.9,368.64,7,9,4,0.61,25,1,37.9,-1,152,1,8,1,8.55,7.5,0.5,0,0,0.051171523
7193,35.66,0.89,1.8,7.99,1,14.382,1.39,0.2,339.88,368.45,7,9,4,0.58,25,1,37.9,-1,152,1,12,2,7.85,-1.1,2.3,0,0,0.61935383
7201,35.66,0.89,1.79,7.99,1.01,14.445121,1.41,0.2,341.01,368.95,7,9,4,0.61,25,1,37.9,-1,152,1,20,3,8.2,-1.35,0.5,0,0,0.46907645
8539,35.66,0.61,1.4,8,0.99,11.088,0.4,0.38,406.65,357.16,18,12,4,2.99,1,1,42.5,-42,96.7,0,8,1,21.75,6.2,1.4,0,0,0.057374764
8557,35.66,0.61,1.42,8,0.99,11.2464,0.39,0.38,408.1,357.04,18,12,4,3.01,1,1,42.5,-42,96.7,0,26,5,20.2,6.45,1.4,0,0,0.14214352
10563,35.66,0.89,2.22,9.62,0.98,20.929272,0.82,0.21,345.43,289.25,10,8,12,1.22,9,1,37.9,-1,152,1,7,1,12.35,5.4,-0.7,0,0,0.058617666
6319,35.65,0.5,1.8,8,1.39,20.016,1.61,0.6,373.71,303.98,14,18,4,1.02,22,1,37.9,-1,152,1,2,1,15.95,-3.2,0,0,0,0.17092387
